1,0.0571428571,0.1818181818,0.1785714286
2,0.125,0.2181818182,0.2181818182
3,0.2142857143,0.0652173913,0.0652173913
4,0.0833333333,0.2325581395,0.2325581395
5,0.2580645161,0.2857142857,0.2909090909
6,0.2285714286,0.1777777778,0.1739130435
7,0.2424242424,0.2592592593,0.2592592593
8,0.3636363636,0.2222222222,0.2222222222
9,0.1333333333,0.1860465116,0.1860465116
10,0.3333333333,0.2941176471,0.2777777778
11,0.3414634146,0.3272727273,0.3272727273
12,0.2564102564,0.2142857143,0.2142857143
13,0.1951219512,0.0769230769,0.0769230769
14,0.064516129,0.085106383,0.0833333333
15,0.1290322581,0.170212766,0.170212766
16,0.6666666667,0.4,0.4
17,0.2068965517,0.1886792453,0.2181818182
18,0,0.1379310345,0.2
19,0.2631578947,0.25,0.25
20,0.1818181818,0.1666666667,0.1395348837
21,0.303030303,0.2916666667,0.28
22,0.4736842105,0.3214285714,0.3214285714
23,0.0714285714,0.0909090909,0.0909090909
24,0.4117647059,0.2745098039,0.2745098039
25,0.4848484848,0.4390243902,0.4285714286
26,0.1538461538,0.0769230769,0.1132075472
27,0.2580645161,0.2040816327,0.1960784314
28,0.3225806452,0.28,0.28
29,0.347826087,0.4571428571,0.4210526316
30,0.0689655172,0.1363636364,0.1363636364
31,0.1379310345,0.1,0.085106383
32,0.2941176471,0.2372881356,0.2372881356
33,0.2790697674,0.1351351351,0.1351351351
34,0.1538461538,0.3157894737,0.3
35,0.4117647059,0.2692307692,0.2692307692
36,0.2857142857,0.2142857143,0.2033898305
37,0.1538461538,0.1363636364,0.1333333333
38,0.1621621622,0.1470588235,0.1714285714
39,0.3571428571,0.3684210526,0.3684210526
40,0.511627907,0.4444444444,0.4444444444
41,0.25,0.1960784314,0.1785714286
42,0.2222222222,0.1818181818,0.1714285714
43,0.3414634146,0.2641509434,0.2592592593
44,0.4,0.2727272727,0.2727272727
45,0.2564102564,0.2040816327,0.1694915254
46,0.3773584906,0.2752293578,0.3157894737
47,0.1463414634,0.2535211268,0.2222222222
48,0.1428571429,0.3225806452,0.3225806452
49,0.2962962963,0.32,0.3529411765
50,0.2162162162,0.24,0.2033898305
51,0.1818181818,0.1785714286,0.1724137931
52,0.0714285714,0.2790697674,0.2727272727
53,0.1538461538,0.1071428571,0.1034482759
54,0.2380952381,0.21875,0.2089552239
55,0.3333333333,0.2553191489,0.2448979592
56,0.2857142857,0.2033898305,0.2033898305
57,0.3243243243,0.3018867925,0.3018867925
58,0.4583333333,0.3725490196,0.3689320388
59,0.3846153846,0.3333333333,0.3255813953
60,0.2564102564,0.3,0.3
61,0.4571428571,0.2909090909,0.275862069
62,0.2592592593,0.2954545455,0.2954545455
63,0.2352941176,0.1176470588,0.1176470588
64,0.3243243243,0.2739726027,0.2739726027
65,0.1,0.2105263158,0.25
66,0.2105263158,0.2745098039,0.2545454545
67,0.2380952381,0.15625,0.15625
68,0.32,0.25,0.25
69,0.1904761905,0.1538461538,0.1538461538
70,0.3076923077,0.2051282051,0.1951219512
71,0.1951219512,0.2368421053,0.2337662338
72,0.2941176471,0.4615384615,0.4615384615
73,0.2777777778,0.3384615385,0.3384615385
74,0.2222222222,0.2727272727,0.2666666667
75,0.4,0.2269503546,0.2269503546
76,0.1176470588,0.2222222222,0.2222222222
77,0.2352941176,0.1967213115,0.1739130435
78,0,0.2,0.2
79,0.1363636364,0.1176470588,0.1176470588
80,0.0555555556,0.0434782609,0.0434782609
81,0.2857142857,0.2191780822,0.2105263158
82,0.1052631579,0.1153846154,0.1153846154
83,0.3636363636,0.3098591549,0.3098591549
84,0.3225806452,0.2105263158,0.2068965517
85,0.4,0.35,0.35
86,0.1860465116,0.1764705882,0.2028985507
87,0.2173913043,0.2784810127,0.2926829268
88,0.2962962963,0.3829787234,0.4081632653
89,0.0606060606,0.2285714286,0.2242990654
90,0,0.0512820513,0.0487804878
91,0.4081632653,0.3544303797,0.3614457831
92,0.2608695652,0.1860465116,0.1860465116
93,0.2285714286,0.1886792453,0.2
94,0.0869565217,0.0941176471,0.0930232558
95,0.16,0.131147541,0.131147541
96,0.3043478261,0.3384615385,0.3823529412
97,0.1176470588,0.2,0.1960784314
98,0.1714285714,0.40625,0.3888888889
99,0.4444444444,0.4390243902,0.4390243902
100,0.25,0.1935483871,0.1935483871
101,0.3888888889,0.2686567164,0.2686567164
102,0.3333333333,0.2592592593,0.2592592593
103,0.1875,0.1777777778,0.1777777778
104,0.1463414634,0.2580645161,0.2857142857
105,0.3870967742,0.3076923077,0.3
106,0.2857142857,0.1886792453,0.1851851852
107,0.1935483871,0.3050847458,0.3174603175
108,0.3225806452,0.4230769231,0.4230769231
109,0.3448275862,0.3272727273,0.3272727273
110,0.2727272727,0.243902439,0.243902439
111,0.2222222222,0.1,0.0975609756
112,0.1025641026,0.2162162162,0.2133333333
113,0.3529411765,0.301369863,0.3
114,0.3636363636,0.4,0.3829787234
115,0.4,0.4186046512,0.4545454545
116,0.1666666667,0.0983606557,0.0909090909
117,0.2631578947,0.2666666667,0.2666666667
118,0.2352941176,0.1632653061,0.1632653061
